nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_total_denso_ms,t_total_experimento_ms,t_arbol_32_ms,t_guardado_32_ms,t_denso_directo_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_denso_directo_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
sofa_0153,sofa,train,3166,2773,18.35,5.155,400.284,78.854,455.633,78.853,4.617,5.593,3.439,1834,1410,4.303,7.487,8.838,1.18,278.255,15.054,28.434,17.883,7889,6055,2.3098,15.771,26.193,1.661
sofa_0152,sofa,train,275,214,13.127,4.145,530.867,65.645,579.24,98.461,6.865,5.694,3.005,2730,2159,6.5887,6.889,7.864,1.142,388.032,20.237,21.422,18.252,10357,7627,2.9095,13.171,22.349,1.697
sofa_0155,sofa,train,501,470,14.068,3.813,510.112,69.505,561.736,93.963,4.315,3.936,2.979,2544,1950,5.9509,5.243,5.707,1.088,374.159,19.794,28.25,16.459,9496,6952,2.652,9.6,19.687,2.051
sofa_0159,sofa,train,6852,10855,21.148,6.621,362.38,82.927,417.538,57.534,3.984,5.937,2.951,1395,1137,3.4698,8.275,9.216,1.114,260.801,12.292,26.896,19.374,6231,4836,1.8448,21.076,30.172,1.432
sofa_0154,sofa,train,110,62,1.443,4.841,567.012,63.926,624.654,121.739,6.506,6.701,3.112,3087,2328,7.1045,4.399,4.632,1.053,413.39,19.093,26.384,21.445,10925,7838,2.99,10.118,16.926,1.673
sofa_0157,sofa,train,326,275,12.737,4.174,484.053,77.104,544.246,89.807,5.825,5.705,2.789,2356,1833,5.5939,8.778,9.26,1.055,350.692,20.818,30.307,21.392,9161,6805,2.5959,16.451,26.722,1.624
sofa_0161,sofa,train,337,361,12.344,4.057,392.058,70.579,446.236,69.877,5.021,5.803,2.938,1754,1348,4.1138,8.155,8.431,1.034,283.649,17.11,28.378,17.059,7108,5354,2.0424,15.529,24.883,1.602
sofa_0156,sofa,train,79153,120013,163.711,33.868,708.256,252.184,762.86,91.72,4.374,3.806,3.95,2329,1819,5.5511,18.074,19.76,1.093,392.711,21.871,26.834,20.014,10221,7892,3.0106,50.638,66.541,1.314
sofa_0158,sofa,train,15506,27904,44.751,9.651,640.827,117.17,703.595,109.236,6.011,6.321,4.153,2882,2201,6.7169,24.747,27.333,1.104,450.204,20.974,28.836,23.458,11810,8928,3.4058,73.899,103.942,1.407
sofa_0160,sofa,train,35674,40506,64.364,13.489,672.254,133.711,728.112,116.446,6.886,4.785,3.51,2994,2293,6.9977,16.952,19.625,1.158,446.668,24.401,26.888,20.675,11109,8115,3.0956,45.699,64.758,1.417
sofa_0162,sofa,train,46982,77534,111.863,26.011,618.526,204.578,685.231,92.412,5.894,6.379,3.857,2276,1737,5.3009,13.683,16.117,1.178,362.589,19.758,35.083,21.386,8760,6484,2.4734,40.973,57.535,1.404
sofa_0167,sofa,train,3166,3248,20.501,5.666,386.801,82.351,442.985,69.811,4.643,5.847,3.456,1557,1221,3.7262,6.047,7.22,1.194,271.287,14.893,28.078,18.803,6241,4684,1.7868,14.307,23.521,1.644
sofa_0164,sofa,train,4457,6488,24.192,6.856,583.211,93.319,645.482,116.001,5.905,4.962,3.423,2502,1949,5.9479,8.03,8.572,1.067,407.964,22.293,31.412,22.474,9502,7000,2.6703,17.778,27.825,1.565
sofa_0163,sofa,train,5008,8236,30.6,6.885,675.163,101.583,739.261,127.059,7.631,7.119,5.097,2873,2230,6.8054,22.626,25.571,1.13,473.884,29.104,30.033,21.849,11139,8266,3.1532,54.558,78.281,1.435
sofa_0169,sofa,train,1309,1576,17.037,6.006,386.514,84.041,447.512,71.544,4.633,6.18,3.27,1429,1079,3.2928,5.407,6.179,1.143,271.103,16.191,31.901,19.647,5801,4372,1.6678,12.106,19.967,1.649
sofa_0165,sofa,train,1792,1572,20.095,8.729,593.36,94.37,658.905,97.501,4.427,6.441,3.459,2470,2050,6.2561,9.746,10.654,1.093,435.398,27.209,32.035,23.61,10337,7867,3.001,23.815,36.15,1.518
sofa_0168,sofa,train,1807,1802,20.247,4.867,724.169,88.431,787.485,120.762,7.316,5.821,3.637,3006,2415,7.37,12.443,14.652,1.178,542.784,28.192,31.002,22.856,11655,8649,3.2993,30.456,47.51,1.56
sofa_0166,sofa,train,50474,99460,151.627,30.635,854.906,244.149,916.793,135.614,6.91,5.859,4.639,2936,2297,7.0099,18.474,20.676,1.119,500.013,30.107,26.956,24.433,11293,8357,3.1879,51.372,70.454,1.371
sofa_0170,sofa,train,2430,2056,17.863,6.004,593.598,93.267,662.998,108.039,7.828,7.539,6.684,2549,2019,6.1615,14.079,16.451,1.168,428.217,25.647,31.238,23.939,9411,6862,2.6176,32.891,52.446,1.595
sofa_0171,sofa,train,5324,4594,65.631,5.562,644.262,123.596,696.665,127.17,8.052,9.526,3.869,2637,1945,5.9357,7.698,8.664,1.125,417.335,20.512,20.783,18.225,9696,7059,2.6928,16.783,26.003,1.549
sofa_0174,sofa,train,623,387,18.65,5.593,508.635,82.61,567.002,90.857,6.092,5.949,3.256,2108,1703,5.1971,5.934,6.661,1.123,369.421,18.022,26.411,22.751,8779,6671,2.5448,11.98,19.563,1.633
sofa_0172,sofa,train,661,695,20.383,6.07,699.27,87.594,760.411,150.288,8.051,6.714,5.71,3242,2578,7.8674,10.469,12.028,1.149,481.867,32.611,27.825,20.892,12092,8850,3.376,20.991,33.971,1.618
sofa_0175,sofa,train,593,376,22.379,5.143,567.708,86.778,626.965,113.667,6.734,5.293,3.228,2547,1966,5.9998,6.132,7.044,1.149,398.643,21.143,29.523,21.213,9554,7007,2.673,11.9,20.651,1.735
sofa_0177,sofa,train,746,696,18.698,4.831,612.068,87.747,676.286,143.479,8.048,6.183,3.98,2659,2000,6.1035,9.514,10.604,1.115,413.856,23.156,33.329,20.726,9848,7189,2.7424,16.216,28.137,1.735
sofa_0173,sofa,train,286,196,19.736,4.258,760.044,87.75,823.8,176.077,9.124,6.164,3.309,3488,2636,8.0444,5.257,6.064,1.154,518.977,31.872,33.946,20.337,12340,8852,3.3768,13.563,23.27,1.716
sofa_0178,sofa,train,933,529,19.97,6.646,477.807,84.65,535.84,86.008,5.381,4.583,3.075,1994,1485,4.5319,5.297,5.873,1.109,340.84,18.961,29.812,20.563,7461,5467,2.0855,13.838,22.755,1.644
sofa_0176,sofa,train,13475,3934,31.184,6.121,768.269,105.118,836.082,157.908,9.55,6.633,5.555,3508,2667,8.139,22.758,26.1,1.147,532.369,31.137,31.539,24.086,12404,8896,3.3936,45.713,80.056,1.751
sofa_0183,sofa,train,280,348,19.692,5.377,387.256,83.043,445.23,69.136,3.777,6.83,3.485,1283,1006,3.0701,4.612,5.024,1.089,272.595,16.679,31.898,15.761,5778,4495,1.7147,8.765,15.261,1.741
sofa_0179,sofa,train,40856,53044,89.701,18.669,676.68,170.632,738.942,91.654,4.654,5.374,4.276,2297,1786,5.4504,15.238,17.081,1.121,450.525,21.477,32.497,20.115,9035,6738,2.5703,44.287,62.539,1.412
sofa_0180,sofa,train,1588,2665,21.546,5.311,799.081,84.027,856.251,125.098,6.672,6.095,3.817,3331,2586,7.8918,10.881,12.454,1.145,611.362,29.092,28.114,19.144,11869,8538,3.257,23.981,37.816,1.577
sofa_0182,sofa,train,328,188,18.309,4.417,633.019,84.165,694.457,125.222,7.095,6.081,3.635,2470,1933,5.899,5.298,6.468,1.221,455.99,21.985,31.03,20.692,9865,7395,2.821,11.868,22.465,1.893
sofa_0186,sofa,train,29939,54560,96.174,19.98,572.998,168.615,625.459,120.522,6.884,6.384,4.108,2043,1588,4.8462,10.069,11.407,1.133,315.754,13.684,24.381,17.588,8042,5999,2.2884,25.646,41.303,1.61
sofa_0181,sofa,train,1384,1224,15.318,4.686,980.064,79.084,1039.144,261.775,12.376,7.047,7.056,4229,3261,9.9518,13.256,15.086,1.138,655.718,30.191,23.015,21.962,14337,10108,3.8559,26.315,44.415,1.688
sofa_0184,sofa,train,996,1176,17.366,5.201,772.177,81.282,830.893,168.398,10.235,6.636,4.117,3434,2602,7.9407,10.877,11.71,1.077,542.689,28.289,26.923,21.04,12233,8799,3.3566,23.266,37.998,1.633
sofa_0185,sofa,train,11939,17039,44.261,10.229,716.096,106.871,768.477,173.149,8.045,7.524,4.088,2873,2247,6.8573,20.556,23.42,1.139,456.205,24.207,24.471,16.298,10907,8034,3.0647,58.656,82.955,1.414
sofa_0187,sofa,train,16414,5932,36.72,6.161,723.466,97.663,778.248,155.792,9.773,6.085,3.995,3288,2615,7.9803,20.443,22.726,1.112,492.874,22.146,25.469,19.233,12219,8931,3.4069,45.16,64.994,1.439
sofa_0188,sofa,train,1408,1792,30.589,5.331,683.119,95.317,742.517,152.004,5.879,6.352,7.022,3179,2468,7.5317,8.997,9.919,1.102,464.944,24.373,27.466,18.558,11918,8739,3.3337,20.632,32.262,1.564
sofa_0192,sofa,train,11466,14909,37.722,8.053,363.623,95.858,413.706,73.251,5.205,5.876,3.215,1536,1171,3.5736,11.256,13.25,1.177,227.875,11.517,22.651,18.341,6316,4780,1.8234,32.184,49.102,1.526
sofa_0190,sofa,train,10344,14126,38.089,10.799,581.176,101.997,634.285,112.674,8.707,7.302,6.02,2732,2071,6.3202,19.378,22.564,1.164,390.693,20.214,21.513,18.274,10237,7505,2.8629,49.073,73.257,1.493
sofa_0193,sofa,train,2454,2242,17.431,5.816,305.122,68.783,350.658,68.414,4.603,6.49,3.766,1495,1153,3.5187,5.894,6.738,1.143,197.636,11.222,21.159,14.121,6063,4568,1.7426,12.461,19.872,1.595
sofa_0191,sofa,train,2917,3372,18.783,5.285,534.915,73.393,584.24,121.007,6.423,5.745,3.51,2617,2078,6.3416,10.32,12.541,1.215,370.039,13.378,23.696,16.374,10454,7837,2.9896,19.728,32.632,1.654
sofa_0194,sofa,train,4318,5808,36.133,5.698,327.345,92.084,377.598,51.482,4.015,5.369,2.787,1454,1186,3.6194,6.261,6.995,1.117,221.73,8.287,25.365,16.732,6350,4896,1.8677,15.932,24.979,1.568
sofa_0189,sofa,train,2442,4068,21.471,6.588,776.801,85.588,834.33,165.054,11.155,6.098,4.454,4394,3542,10.8093,19.587,21.799,1.113,541.247,31.286,26.201,20.776,15272,10878,4.1496,36.958,59.967,1.623
sofa_0195,sofa,train,368,294,14.441,5.25,362.96,62.774,406.043,58.539,3.5,4.566,2.785,1896,1463,4.4647,5.625,6.549,1.164,268.335,12.895,18.924,16.808,7915,6019,2.2961,9.018,18.224,2.021
sofa_0201,sofa,train,1617,2614,15.976,4.822,331.595,75.859,386.657,58.435,2.898,4.602,3.163,1561,1186,3.6194,8.34,9.588,1.15,236.018,13.447,30.048,17.249,5985,4424,1.6876,17.055,27.026,1.585
sofa_0196,sofa,train,33384,60420,71.49,19.045,534.658,147.224,591.347,84.95,3.995,5.239,3.327,2288,1746,5.3284,11.389,13.131,1.153,335.195,19.983,29.332,18.791,8791,6503,2.4807,28.849,43.795,1.518
sofa_0198,sofa,train,2849,2491,18.558,5.362,480.06,80.549,536.69,88.309,5.812,5.491,3.224,2376,1829,5.5817,9.246,10.352,1.12,344.891,17.129,28.829,19.086,9195,6819,2.6012,20.592,33.51,1.627
sofa_0200,sofa,train,3307,4608,17.688,4.943,519.768,79.54,576.678,75.236,4.62,5.557,3.356,2590,2052,6.2622,15.84,16.9,1.067,393.792,23.49,29.034,18.963,10018,7428,2.8336,33.282,47.993,1.442
sofa_0203,sofa,train,24199,24210,51.34,8.359,475.876,115.411,531.588,72.653,6.526,6.463,3.603,1646,1285,3.9215,10.507,11.526,1.097,321.813,15.185,26.416,19.23,7293,5647,2.1542,29.748,42.058,1.414
sofa_0199,sofa,train,10976,20576,30.406,8.306,634.845,88.996,685.129,90.609,5.149,3.309,3.341,3049,2356,7.1899,24.591,27.91,1.135,477.781,22.594,21.268,22.366,11241,8192,3.125,73.564,100.464,1.366
sofa_0197,sofa,train,3136,5178,17.995,4.633,722.136,79.853,779.36,126.795,7.642,5.553,3.676,3573,2842,8.6731,20.458,22.671,1.108,535.627,29.443,28.366,19.629,13352,9779,3.7304,44.924,67.913,1.512
sofa_0202,sofa,train,344,212,10.079,4.033,583.444,68.473,637.804,99.565,4.452,5.252,3.118,2824,2205,6.7291,6.761,7.482,1.107,444.925,20.389,26.897,19.093,10579,7755,2.9583,14.96,25.876,1.73
sofa_0205,sofa,train,1928,2672,16.086,5.307,617.189,75.216,671.012,128.908,6.737,6.278,3.898,2825,2248,6.8604,10.069,11.765,1.168,435.246,24.905,27.141,16.506,11094,8269,3.1544,24.369,37.342,1.532
sofa_0204,sofa,train,3450,1864,18.248,5.1,686.715,75.534,738.901,144.759,7.63,5.921,3.61,3254,2467,7.5287,9.104,10.182,1.118,489.717,21.261,27.44,15.215,11818,8564,3.2669,19.894,31.971,1.607
sofa_0206,sofa,train,1835,3220,17.098,5.34,493.456,75.076,546.094,98.664,8.717,6.166,3.51,2118,1648,5.0293,8.846,9.645,1.09,347.489,16.148,26.602,16.36,8423,6305,2.4052,19.48,31.274,1.605
sofa_0207,sofa,train,24947,24830,57.527,11.784,579.279,118.959,628.927,119.196,5.96,5.19,3.595,2594,2091,6.3812,15.409,17.083,1.109,364.828,19.984,23.281,17.582,10399,7805,2.9774,38.453,55.405,1.441
sofa_0210,sofa,train,202,154,1.81,4.867,344.632,59.032,396.986,68.757,4.285,5.86,3.49,1764,1413,4.3121,3.975,4.898,1.232,252.625,12.287,26.044,16.96,7273,5509,2.1015,7.353,15.144,2.06
sofa_0211,sofa,train,1446,1244,15.273,5.366,383.466,73.897,436.725,75.159,5.634,5.215,3.443,2088,1657,5.0568,10.036,12.164,1.212,268.13,13.905,26.543,18.058,8369,6281,2.396,19.997,36.126,1.807
sofa_0209,sofa,train,17352,25020,43.617,10.915,531.958,110.171,587.596,160.889,4.241,5.929,3.622,2051,1669,5.0934,14.0,15.287,1.092,292.379,19.916,27.05,19.037,9219,7168,2.7344,41.914,56.938,1.358
sofa_0213,sofa,train,1288,1092,17.958,4.893,402.668,75.684,455.501,83.14,6.23,6.485,3.332,2101,1621,4.9469,5.411,6.046,1.117,275.114,15.333,24.851,18.165,8044,5943,2.2671,11.264,20.661,1.834
sofa_0208,sofa,train,185,127,18.724,3.815,672.761,72.901,723.124,160.087,7.742,4.524,3.317,3868,2931,8.9447,4.338,4.636,1.069,458.634,23.76,24.266,18.256,13092,9224,3.5187,11.499,21.104,1.835
sofa_0214,sofa,train,407,339,11.698,3.435,471.743,68.915,525.524,91.366,4.138,3.33,2.295,2478,1892,5.7739,5.562,6.116,1.1,340.942,20.163,28.995,19.161,9167,6689,2.5517,11.227,20.142,1.794
sofa_0212,sofa,train,288,540,14.607,4.254,697.331,81.968,760.438,155.45,8.016,6.478,3.362,3673,2844,8.6792,11.319,12.139,1.072,483.082,31.922,31.099,22.168,13749,10076,3.8437,23.503,38.332,1.631
sofa_0220,sofa,train,5093,9774,23.069,8.086,349.788,94.786,413.419,62.398,3.914,6.02,2.928,1424,1052,3.2104,6.83,7.704,1.128,236.924,15.397,32.483,22.2,5720,4296,1.6388,18.73,29.992,1.601
sofa_0215,sofa,train,171,158,1.488,3.815,575.96,72.937,643.594,103.302,6.23,6.471,3.113,2899,2258,6.8909,9.974,11.346,1.138,430.489,30.636,35.011,23.039,10947,8048,3.0701,15.36,26.062,1.697
sofa_0218,sofa,train,958,1224,12.266,4.477,535.63,80.223,599.11,81.476,5.096,6.073,3.688,2314,1835,5.6,8.489,9.527,1.122,404.959,27.356,32.682,21.037,9277,6963,2.6562,19.899,30.481,1.532
sofa_0219,sofa,train,578,359,15.323,4.181,495.214,82.948,558.658,86.22,6.837,6.005,3.26,2151,1614,4.9255,4.547,5.295,1.165,359.383,23.27,33.709,20.47,8362,6211,2.3693,7.523,15.472,2.056
sofa_0216,sofa,train,288,540,11.147,3.389,777.895,76.223,839.582,126.75,5.412,4.135,3.321,3686,2857,8.7189,11.649,12.68,1.088,595.995,35.202,31.045,23.186,13816,10130,3.8643,23.906,41.188,1.723
sofa_0221,sofa,train,12904,8192,56.177,6.236,605.293,123.613,666.493,92.033,5.879,5.751,3.734,2262,1740,5.3101,11.446,12.778,1.116,421.864,23.104,30.537,21.178,9056,6794,2.5917,27.961,40.023,1.431
sofa_0222,sofa,train,288,144,14.176,4.392,631.38,81.317,694.13,83.567,5.533,6.282,3.587,2127,1644,5.0171,4.429,5.138,1.16,497.739,25.974,33.035,19.846,8395,6268,2.3911,9.839,18.199,1.85
sofa_0217,sofa,train,1302,1143,17.08,4.588,882.735,85.911,946.978,152.77,10.717,6.794,3.815,4002,3143,9.5917,12.043,13.452,1.117,659.349,38.231,31.776,21.858,14765,10763,4.1058,24.658,40.35,1.636
sofa_0225,sofa,train,318,406,24.032,4.682,493.225,92.409,556.92,89.937,4.638,6.491,3.494,1584,1194,3.6438,6.831,7.81,1.143,353.535,16.401,32.015,21.695,6190,4606,1.757,14.625,26.438,1.808
sofa_0223,sofa,train,5662,8402,34.013,7.529,662.675,113.446,734.579,128.993,9.03,8.837,5.02,2780,2134,6.5125,14.989,16.841,1.124,454.588,28.522,35.667,22.38,10431,7651,2.9186,35.178,53.1,1.509
sofa_0224,sofa,train,5688,4680,34.564,6.401,651.809,110.896,721.74,133.43,11.485,6.737,4.203,2302,1840,5.6152,14.91,16.72,1.121,435.376,30.553,36.726,22.265,9886,7584,2.8931,36.088,53.904,1.494
sofa_0227,sofa,train,590,576,20.847,5.232,549.316,90.637,613.874,116.958,7.499,8.289,5.974,2138,1619,4.9408,5.35,5.847,1.093,378.032,20.748,30.172,20.123,8409,6271,2.3922,10.49,19.843,1.892
sofa_0226,sofa,train,696,568,23.402,5.636,647.619,91.421,710.002,123.289,9.18,6.44,4.496,2599,1989,6.0699,12.587,14.862,1.181,458.712,27.4,30.217,21.23,9697,7098,2.7077,24.715,45.409,1.837
sofa_0228,sofa,train,3402,3733,24.7,6.761,685.476,89.729,743.744,101.216,9.659,7.009,4.179,2379,1852,5.6519,11.251,12.188,1.083,524.735,18.405,27.931,19.149,9463,7084,2.7023,26.651,42.568,1.597
sofa_0230,sofa,train,20670,36958,75.283,16.014,627.208,152.766,688.677,112.471,7.253,8.21,4.321,2482,1912,5.835,10.474,11.723,1.119,397.59,18.597,29.916,19.022,9489,7007,2.673,27.248,40.403,1.483
sofa_0232,sofa,train,39792,57876,106.507,24.118,560.088,186.402,615.865,95.243,7.117,6.476,3.882,1964,1515,4.6234,16.452,19.018,1.156,309.621,17.482,26.361,19.058,7635,5671,2.1633,45.703,65.146,1.425
sofa_0231,sofa,train,285,322,23.596,6.435,657.376,89.639,716.984,124.341,8.44,7.516,5.167,3000,2364,7.2144,5.944,6.794,1.143,470.142,24.422,28.636,18.289,11224,8224,3.1372,12.922,21.821,1.689
sofa_0229,sofa,train,996,1176,21.492,5.455,806.557,86.396,866.006,245.269,10.691,7.448,4.745,3415,2587,7.8949,10.743,11.574,1.077,500.962,22.688,27.593,19.663,12217,8802,3.3577,22.891,37.377,1.633
sofa_0235,sofa,train,1868,1819,20.523,5.165,447.607,77.874,499.793,101.648,5.272,4.44,2.959,2163,1694,5.1697,10.39,11.32,1.09,295.42,19.579,26.683,18.104,8144,5981,2.2816,26.641,37.806,1.419
sofa_0234,sofa,train,653,502,22.124,4.169,519.013,82.974,575.694,100.056,83.506,6.607,3.483,1977,1470,4.4861,6.177,7.105,1.15,294.89,14.268,27.167,19.424,7768,5791,2.2091,12.115,23.088,1.906
sofa_0236,sofa,train,7615,10957,36.012,5.891,413.086,98.705,469.888,65.354,5.141,6.812,3.309,1554,1239,3.7811,9.084,10.002,1.101,283.893,16.795,28.15,18.531,7514,5960,2.2736,24.506,34.63,1.413
sofa_0239,sofa,train,7559,10992,28.47,7.777,362.662,81.72,408.135,55.917,4.51,5.202,4.43,1254,966,2.948,8.677,9.882,1.139,254.24,11.748,19.687,16.154,4973,3719,1.4187,24.269,35.224,1.451
sofa_0238,sofa,train,25453,11828,43.565,6.206,488.596,102.531,541.356,91.441,4.806,5.746,3.765,2196,1683,5.1361,9.002,10.544,1.171,326.232,16.346,25.42,17.829,8631,6435,2.4548,21.423,32.531,1.519
sofa_0233,sofa,train,1037,909,19.635,7.006,808.356,83.076,864.791,177.824,8.775,6.041,3.208,4036,3096,9.4482,5.988,6.651,1.111,564.846,30.27,28.163,19.023,13716,9680,3.6926,14.623,24.809,1.697
sofa_0237,sofa,train,8386,16584,49.025,8.226,680.641,111.558,734.948,121.59,9.381,6.803,3.838,3429,2690,8.2092,10.758,11.438,1.063,471.618,20.801,25.048,18.618,12491,9062,3.4569,22.274,35.578,1.597
sofa_0241,sofa,train,8601,7164,43.59,6.41,494.947,101.091,546.038,85.109,5.002,5.719,3.497,1914,1474,4.4983,11.721,13.12,1.119,338.844,15.992,24.873,17.002,8605,6691,2.5524,28.82,41.974,1.456
sofa_0240,sofa,train,51871,17312,74.659,8.618,515.311,141.12,573.155,80.996,5.439,5.647,3.812,1984,1626,4.9622,16.484,18.652,1.132,330.02,15.58,28.433,19.952,8028,6044,2.3056,46.414,67.198,1.448
sofa_0245,sofa,train,5874,9144,28.276,7.751,370.755,88.055,422.783,75.624,3.472,5.62,3.952,1643,1261,3.8483,11.942,14.136,1.184,243.077,12.555,23.999,18.457,6794,5151,1.965,30.133,47.549,1.578
sofa_0243,sofa,train,6164,8006,27.357,6.557,580.719,88.956,635.762,103.415,6.293,5.696,3.387,2590,2012,6.1401,10.4,11.896,1.144,423.069,14.029,27.047,18.913,10612,8022,3.0602,24.933,39.252,1.574
sofa_0244,sofa,train,2135,2384,21.103,6.005,566.038,79.68,618.61,101.31,6.35,5.633,2.799,2811,2247,6.8573,8.278,8.91,1.076,410.204,21.066,26.381,17.759,10788,7977,3.043,17.944,29.072,1.62
sofa_0247,sofa,train,2610,3038,18.015,5.961,360.65,77.37,414.044,67.373,3.889,6.108,3.325,1850,1409,4.2999,7.179,7.899,1.1,250.68,14.732,25.907,18.054,7459,5609,2.1397,15.073,24.696,1.638
sofa_0242,sofa,train,8344,11443,31.351,7.075,673.506,89.595,724.675,156.745,5.072,6.013,3.614,3349,2573,7.8522,11.114,12.431,1.118,448.018,25.245,23.151,18.391,11759,8410,3.2082,23.102,36.141,1.564
sofa_0246,sofa,train,5096,8192,24.888,7.133,482.234,86.28,536.494,73.413,5.104,5.942,3.155,2227,1821,5.5573,19.257,21.888,1.137,349.878,21.819,22.661,22.502,9840,7613,2.9041,57.48,81.702,1.421
sofa_0249,sofa,train,8512,7706,29.447,4.369,415.656,86.729,468.568,83.497,5.336,6.626,3.23,1966,1509,4.6051,5.612,6.587,1.174,274.931,18.075,25.782,17.274,7564,5598,2.1355,11.738,21.322,1.816
sofa_0250,sofa,train,337,361,13.234,5.009,313.797,70.589,366.143,58.768,4.043,6.155,3.484,1367,1060,3.2349,6.681,7.075,1.059,222.581,10.162,25.88,16.827,5749,4382,1.6716,14.66,22.583,1.54
sofa_0248,sofa,train,10860,17598,30.967,9.415,466.487,94.095,520.199,84.396,4.923,5.921,3.531,2092,1677,5.1178,13.874,15.684,1.13,315.953,20.832,25.767,18.493,8711,6619,2.5249,36.885,54.919,1.489
sofa_0252,sofa,train,8141,11823,32.582,6.853,507.309,90.374,558.248,98.102,5.759,4.362,3.879,2677,2031,6.1981,20.293,23.749,1.17,348.255,15.758,24.183,18.515,9789,7112,2.713,54.295,77.428,1.426
sofa_0251,sofa,train,5662,8402,27.038,7.138,534.495,89.121,589.44,100.603,6.765,5.142,3.698,2781,2135,6.5155,14.964,16.845,1.126,370.989,21.962,26.959,19.146,10437,7656,2.9205,35.473,53.378,1.505
sofa_0258,sofa,train,2284,3852,14.805,4.472,282.942,67.91,331.575,58.073,4.074,4.962,2.818,1382,1065,3.2501,9.143,10.694,1.17,194.566,6.952,23.356,17.497,5782,4400,1.6785,25.413,38.519,1.516
sofa_0255,sofa,train,20322,15976,33.268,7.778,508.188,83.986,551.127,140.251,5.177,4.916,2.526,2469,1902,5.8044,6.356,7.597,1.195,302.322,19.391,19.126,16.371,9259,6790,2.5902,13.999,22.583,1.613
sofa_0254,sofa,train,351,347,12.156,3.447,623.196,65.566,673.158,134.104,7.252,5.132,2.972,3711,2846,8.6853,5.396,6.359,1.179,440.892,25.344,24.797,17.061,13185,9474,3.614,14.089,24.126,1.712
sofa_0257,sofa,train,276,384,12.8,3.863,483.866,66.485,533.688,100.612,5.981,5.124,3.113,2499,1894,5.78,5.577,6.272,1.125,342.803,17.807,24.62,16.965,9495,6996,2.6688,10.903,20.729,1.901
sofa_0260,sofa,train,384,724,12.285,4.275,480.278,66.623,530.341,89.83,5.25,3.159,2.907,2376,1816,5.542,9.732,10.481,1.077,349.59,19.048,26.958,17.039,9783,7407,2.8255,20.835,31.624,1.518
sofa_0253,sofa,train,1930,2180,16.587,5.503,698.774,76.877,753.561,145.284,9.382,5.943,4.123,3872,3068,9.3628,11.101,13.715,1.236,496.332,25.686,24.924,19.797,14035,10163,3.8769,22.5,38.961,1.732
sofa_0259,sofa,train,202,170,1.498,3.843,502.964,54.121,551.743,108.014,6.809,5.437,3.434,2952,2283,6.9672,7.638,8.348,1.093,364.483,18.316,21.78,18.128,11069,8117,3.0964,14.591,25.79,1.768
sofa_0256,sofa,train,288,540,15.44,5.018,652.931,75.445,707.918,133.346,6.337,6.317,2.968,3672,2843,8.6761,11.736,12.819,1.092,466.605,26.185,26.435,19.267,13748,10076,3.8437,23.838,41.214,1.729
sofa_0262,sofa,train,11166,20304,36.3,10.245,352.905,93.912,400.272,57.457,3.207,4.434,2.809,1447,1170,3.5706,13.995,16.388,1.171,231.942,13.754,24.079,16.045,6399,4952,1.889,44.163,64.228,1.454
sofa_0263,sofa,train,7756,9213,23.11,6.443,336.72,72.822,379.989,71.298,3.252,4.73,3.242,1644,1249,3.8116,9.871,11.443,1.159,221.276,11.341,19.346,15.951,7499,5855,2.2335,27.995,41.738,1.491
sofa_0261,sofa,train,4046,2294,47.953,5.535,634.506,109.584,690.603,119.213,7.854,6.412,3.735,3768,2981,9.0973,12.175,13.871,1.139,437.441,16.511,25.944,20.006,13254,9486,3.6186,31.25,48.369,1.548
sofa_0266,sofa,train,5376,5936,24.396,6.751,413.241,86.628,468.722,67.978,5.127,6.13,3.436,1937,1522,4.6448,14.48,16.945,1.17,288.979,20.01,26.376,19.539,8311,6374,2.4315,38.317,61.015,1.592
sofa_0264,sofa,train,3337,3400,14.955,5.228,535.809,69.881,585.507,100.749,6.49,5.161,4.112,2936,2258,6.8909,11.618,13.336,1.148,390.341,18.046,22.161,18.264,11373,8437,3.2185,24.767,38.852,1.569
sofa_0270,sofa,train,8199,13543,26.716,7.108,422.293,78.574,467.043,82.292,5.068,5.459,2.796,2125,1708,5.2124,15.896,17.269,1.086,283.432,17.677,18.76,17.735,8765,6640,2.533,42.061,60.875,1.447
sofa_0267,sofa,train,2989,3992,18.259,4.587,490.164,73.951,541.27,94.691,5.714,5.294,3.209,2441,1938,5.9143,9.384,10.343,1.102,350.865,16.049,24.715,17.888,9754,7313,2.7897,20.063,30.474,1.519
sofa_0265,sofa,train,2408,3794,20.242,4.28,543.996,76.145,595.619,94.502,7.139,4.335,2.752,2951,2360,7.2021,16.531,17.821,1.078,397.581,20.252,25.694,18.842,10962,8011,3.056,39.272,55.246,1.407
